"n_trees","Mean_height","SD_height","Mean_Cone","SD_Cone","Min_Cone","Max_Cone","Mean_Cylinder","SD_Cylinder","Min_Cylinder","Max_Cylinder"
18,23.4111111111111,3.06169674006172,51803.1666666667,38365.0274618312,4699,178060,123412.722222222,19358.8561457345,86417,147374
