"TreeID","X","Y","Radius","Error","H","h_radius","dbh","Plot","Plot_ID","Plot_name","dbh_cm"
25,-5.31199870088158,0.93780623968173,0.145149733913869,0.000286371805154652,24.7900009015369,1.3,0.290299467827738,"Plot 2","9_Tree2_Hood",2,29.0299467827738
26,-1.4025644246064,-13.2430580621452,0.0563481332775975,0.000581879638802132,21.8299999183114,1.3,0.112696266555195,"Plot 2","9_Tree2_Hood",2,11.2696266555195
27,-0.111198727494249,-4.8133188755902,0.0451705088942832,0.000545663290066475,24.8999996105365,1.3,0.0903410177885663,"Plot 2","9_Tree2_Hood",2,9.03410177885663
30,-5.21973415417289,2.55620435474485,0.0752768462335306,0.000309486613904378,24.370000833324,1.3,0.150553692467061,"Plot 2","9_Tree2_Hood",2,15.0553692467061
31,-4.80504298978662,-7.68345602362625,0.121037181330922,0.00028948511266506,24.6499996005893,1.3,0.242074362661845,"Plot 2","9_Tree2_Hood",2,24.2074362661845
32,1.55036528591131,-9.95144375876948,0.178307530258807,0.000187422134664389,24.5400008915897,1.3,0.356615060517614,"Plot 2","9_Tree2_Hood",2,35.6615060517614
33,-0.0193585874510157,-0.475647283370591,0.126487397809525,0.00014350420484951,20.659999820257,1.3,0.252974795619049,"Plot 2","9_Tree2_Hood",2,25.2974795619049
34,-1.89426079722986,-6.21283746256918,0.120468964874619,0.000197443352717941,24.1299991589296,1.3,0.240937929749239,"Plot 2","9_Tree2_Hood",2,24.0937929749239
35,-4.45924732355241,-14.3138406481445,0.109856492629367,0.000769436188389605,23.1499995968862,1.3,0.219712985258734,"Plot 2","9_Tree2_Hood",2,21.9712985258734
36,-0.086814216318237,5.65278761061964,0.0668567377639683,0.00470950346930448,23.8999995987378,1.3,0.133713475527937,"Plot 2","9_Tree2_Hood",2,13.3713475527937
37,-2.76796707112538,8.56807473073749,0.0839036877347674,0.000459917993686328,23.700000755164,1.3,0.167807375469535,"Plot 2","9_Tree2_Hood",2,16.7807375469535
38,-5.66133591198976,7.87897641867201,0.147524448118723,0.000379785980473427,23.9200000484931,1.3,0.295048896237447,"Plot 2","9_Tree2_Hood",2,29.5048896237447
39,-5.32653846153854,5.5272115384614,0.0883848601469816,0.00129343308809289,23.8099994641636,1.3,0.176769720293963,"Plot 2","9_Tree2_Hood",2,17.6769720293963
40,0.3884742926686,8.11017551755211,0.0461632378556899,0.000692583572664242,24.0599994461208,1.3,0.0923264757113798,"Plot 2","9_Tree2_Hood",2,9.23264757113798
41,-7.95855445010902,-7.22858786498227,0.159339469101158,0.000823774360842025,24.1399993698123,1.3,0.318678938202316,"Plot 2","9_Tree2_Hood",2,31.8678938202316
42,-8.61265583662175,-0.534085156865159,0.19002952248551,0.000696662303026726,24.3199996669506,1.3,0.380059044971021,"Plot 2","9_Tree2_Hood",2,38.0059044971021
43,-7.79254230336204,-5.7614480580076,0.17488468546713,0.00170212763391571,24.1900005081957,1.3,0.34976937093426,"Plot 2","9_Tree2_Hood",2,34.976937093426
44,-8.02317058321087,-4.86264979276073,0.193811111573027,0.000779508782955628,24.4500007570155,1.3,0.387622223146053,"Plot 2","9_Tree2_Hood",2,38.7622223146053
53,2.712298756075,0.981171995306884,0.0796110229201748,0.000167085014573705,23.7800006788555,1.3,0.15922204584035,"Plot 2","9_Tree2_Hood",2,15.922204584035
1,12.0591828201089,5.69924741720085,0.125438448714383,0.00061550886495338,15.5500001882772,1.3,0.250876897428766,"Plot 20","9_Tree20_Hood",20,25.0876897428766
2,7.9735832311628,-6.76159169829467,0.1632283389661,0.000338973288878724,18.5499992058692,1.3,0.326456677932201,"Plot 20","9_Tree20_Hood",20,32.6456677932201
3,7.45539553822539,-0.254764268690246,0.0851690405851171,0.000282433616642004,19.100000380049,1.3,0.170338081170234,"Plot 20","9_Tree20_Hood",20,17.0338081170234
4,7.52643407137717,-1.73128796055637,0.119241703651243,0.000492890024151315,19.0699996833803,1.3,0.238483407302486,"Plot 20","9_Tree20_Hood",20,23.8483407302486
5,6.47068774111178,-1.42784244403363,0.110060952403924,0.000200449840400449,18.0400009053809,1.3,0.220121904807848,"Plot 20","9_Tree20_Hood",20,22.0121904807848
6,6.33669452132392,0.506206578746206,0.164331378780257,0.000175658110370176,18.0900001216954,1.3,0.328662757560514,"Plot 20","9_Tree20_Hood",20,32.8662757560514
8,5.60907465520937,-9.74486044483423,0.134243523606357,0.000232809293738483,21.2700004551397,1.3,0.268487047212715,"Plot 20","9_Tree20_Hood",20,26.8487047212715
9,5.12410661919992,-5.97646322525114,0.0866129491757278,0.000257381295478286,21.2700004551397,1.3,0.173225898351456,"Plot 20","9_Tree20_Hood",20,17.3225898351456
11,3.87146211629919,-10.7998344975899,0.120469587883141,0.000337419264314901,22.9099998204964,1.3,0.240939175766281,"Plot 20","9_Tree20_Hood",20,24.0939175766281
12,3.76103798826859,11.2799162379634,0.0890426752946305,0.000908845686915065,17.9400005279518,1.3,0.178085350589261,"Plot 20","9_Tree20_Hood",20,17.8085350589261
13,3.68814786322175,-8.37856282295266,0.150138238906506,0.000406070488202257,23.3999996013388,1.3,0.300276477813012,"Plot 20","9_Tree20_Hood",20,30.0276477813012
14,3.45081148223095,4.32139291735765,0.162076916297405,0.000177818143426219,19.5499992319998,1.3,0.32415383259481,"Plot 20","9_Tree20_Hood",20,32.415383259481
16,2.74301096056216,7.20432581950205,0.432445484487242,0.000649099615972385,19.3500003512217,1.3,0.864890968974483,"Plot 20","9_Tree20_Hood",20,86.4890968974483
